item_id,rarity,name (en),Item type (en)
19359,3,Korbothelm,Helmet
19360,3,Korbelt,Belt
19361,3,Korbotmulet,Amulet
19362,3,K-Boot,Boots
19363,3,K-Ape,Cloak
19364,3,K-Plate,Breastplate
19365,3,K-Band,Ring
19366,7,Limited Edition Cape,Cloak
19367,3,Korbotaulettes,Epaulettes
19378,3,Crobelt,Belt
19380,3,Kroston de Baston,Breastplate
19381,3,Kaw The Rage,Amulet
19382,3,Krowsprint,Boots
19383,3,Kroach,Two-handed Sword
19410,4,Steel Beak Amulet,Amulet
19411,4,Steel Beak Ring,Ring
19412,4,Steel Beak Boots,Boots
19413,4,Steel Beak Cape,Cloak
19414,4,Steel Beak Helm,Helmet
19415,4,Steel Beak Belt,Belt
19416,4,Steel Beak Epaulettes,Epaulettes
19417,4,Steel Beak Breastplate,Breastplate
19420,4,Black Crow Emblem,Emblem
19421,4,White Crow Emblem,Emblem
19422,4,Steel Beak Sword,Two-handed Sword
19423,4,Cute Corset,Belt
19424,4,Soul Brother,Ring
19425,4,Soul Sister,Ring
19426,4,Riktus Cape,Cloak
19427,4,Epaulettes of Lord Cuhkol,Epaulettes
19429,4,Dora Borette,Helmet
19430,7,Dora Lagoole,Helmet
19431,3,Dora Marron,Helmet
19432,5,Dora N.I.O.,Helmet
19440,3,Hermetic Incubator,Helmet
19441,3,Mechanical Wings II,Cloak
19442,4,Korbotaulettes Prototype I,Epaulettes
19443,3,Kroboots Prototype I,Boots
19444,4,Feathered Armor I,Breastplate
19445,3,Penzo15 Protection,Belt
19446,3,Borbeart,Amulet
19447,4,Clamp Ring,Ring
19448,4,Paper Cutter,Dagger
19449,3,Overlooked Lid,Shield
19450,7,Welder Mask,Helmet
19451,5,Anti-UH Boots,Boots
19453,3,Calibration Hand,Hand
19454,3,Brake Pads,Cards
19455,3,The Succubelle,Shovel
19457,3,A.I.,Emblem
19489,3,Mask of Dread,Helmet
19490,3,Pawstein,Boots
19491,2,Zoogey Fur,Cloak
19492,2,Amicalands,Epaulettes
19494,3,Funerary Vest,Breastplate
19495,3,Sizeable Scarf,Belt
19496,3,Unlucky Paw,Amulet
19497,3,Fairy Fingers,Ring
19501,4,Epaulenstein,Epaulettes
19502,3,Mama Z Boots,Boots
19503,2,Kiki Shackle,Ring
19504,3,Kiki's Chain,Breastplate
19505,3,Kiki Hair Shawl,Cloak
19506,3,Kiki Hair Headgear,Helmet
19507,3,Kiki's Necklace,Amulet
19508,3,Shildodeth,Shield
19518,3,Porichette,Sword
19519,7,Viktorious Rapier,Sword
19520,2,Disembowler,One-handed Staff
19521,3,Pocket Chopper,Dagger
19522,2,Demandibler,Dagger
19523,3,Marrow Bone,Two-handed Staff
19545,1,Shoulder Fangs,Epaulettes
19546,2,Fanged Breastplate,Breastplate
19547,2,Clawed Paws,Boots
19548,2,Iron-Plated Claws,Boots
19549,2,Emawlettes,Epaulettes
19550,2,Scarecut,Helmet
19551,3,Pack Leader Helm,Helmet
19552,3,Pack Leader Breastplate,Breastplate
19553,3,Pack Leader Boots,Boots
19554,3,Pack Leader Cloak,Cloak
19555,2,Boowolf,Mounts
19556,2,Boowolf,Mounts
19557,2,Boowolf,Mounts
19558,2,Boowolf,Mounts
19577,2,Borbat,Pets
19580,2,Gildelm,Helmet
19581,2,Pectoral Fins,Epaulettes
19582,2,Caudal Fin,Cloak
19583,2,Pelvic Fins,Boots
19585,2,Shark Stomach,Breastplate
19603,3,Novice Hero Amulet,Amulet
19604,2,Half-Hero Amulet,Amulet
19605,3,Hardened Hero Amulet,Amulet
19606,3,Tough Hero Amulet,Amulet
19607,3,Tenacious Hero Amulet,Amulet
19608,3,Novice Hero Ring,Ring
19609,2,Half-Hero Ring,Ring
19610,3,Hardened Hero Ring,Ring
19611,3,Tough Hero Ring,Ring
19612,3,Tenacious Hero Ring,Ring
19613,3,Novice Hero Boots,Boots
19614,2,Half-Hero Boots,Boots
19615,3,Hardened Hero Boots,Boots
19616,3,Tough Hero Boots,Boots
19617,3,Tenacious Hero Boots,Boots
19618,3,Novice Hero Cape,Cloak
19619,2,Half-Hero Cloak,Cloak
19620,3,Hardened Hero Cape,Cloak
19621,3,Tough Hero Cape,Cloak
19622,3,Tenacious Hero Cape,Cloak
19623,3,Novice Hero Helm,Helmet
19624,2,Half-Hero Helmet,Helmet
19625,3,Hardened Hero Helm,Helmet
19626,3,Tough Hero Helm,Helmet
19627,3,Tenacious Hero Helm,Helmet
19628,3,Novice Hero Belt,Belt
19629,2,Half-Hero Belt,Belt
19630,3,Hardened Hero Belt,Belt
19631,3,Tough Hero Belt,Belt
19632,3,Tenacious Hero Belt,Belt
19633,3,Novice Hero Epaulettes,Epaulettes
19634,2,Half-Hero Epaulettes,Epaulettes
19635,3,Hardened Hero Epaulettes,Epaulettes
19636,3,Tough Hero Epaulettes,Epaulettes
19637,3,Tenacious Hero Epaulettes,Epaulettes
19638,3,Novice Hero Breastplate,Breastplate
19639,2,Half-Hero Breastplate,Breastplate
19640,3,Hardened Hero Breastplate,Breastplate
19641,3,Tough Hero Breastplate,Breastplate
19642,3,Tenacious Hero Breastplate,Breastplate
19694,4,Kanniball Cloak,Cloak
19695,4,Kanniball Mask,Helmet
19696,4,Kanniballettes,Epaulettes
19697,4,Kanniball Bracelet,Ring
19698,4,Shiver Ring,Ring
19699,4,Talisman Djaro,Amulet
19700,4,Kyper Belt,Belt
19701,4,Kanniball Shoes,Boots
19702,4,Jinnun Tunic,Breastplate
19703,4,Tropical Shirt,Breastplate
19704,4,Tropical Epaulettes,Epaulettes
19705,4,Tropical Belt,Belt
19706,4,Koko Beanie,Helmet
19707,4,Tropicape,Cloak
19708,4,Despairdrilles,Boots
19709,4,Porte-bouquet,Ring
19710,4,Troprickly Ring,Ring
19711,4,Tropicalei,Amulet
19712,4,Planty Plastron,Breastplate
19713,4,Possessed Epaulettes,Epaulettes
19714,4,Tinker Belt,Belt
19715,4,Golden Cap,Helmet
19716,4,Kannivore Cape,Cloak
19717,4,Kannivore Boots,Boots
19718,4,Tree Ring,Ring
19719,4,Kannivore Ring,Ring
19720,4,Kannivore Talisman,Amulet
19724,4,Feroxxors Boowolf,Mounts
19725,4,Feroxxors Boowolf,Mounts
19726,4,Feroxxors Boowolf,Mounts
19739,2,Aboon,Pets
19746,5,Belt of the Winds,Belt
19858,7,Palm Charm,Amulet
19859,7,Kannipaulettes,Epaulettes
19863,4,Nutt Cape,Cloak
19864,4,Round-the-Chest Nutt,Belt
19865,4,Nutte Covering,Helmet
19866,4,Gauntnutts,Ring
19867,4,Beach Bandage,Ring
19868,4,Koka Collar,Amulet
19869,4,Thorny Epaulettes,Epaulettes
19870,4,Thing Thongs,Boots
19871,4,Kokorset,Breastplate
19873,4,Capellooni,Cloak
19874,4,Looni Lid,Helmet
19875,4,Kevlooni Vest,Breastplate
19876,4,Gauntloonies,Ring
19877,4,Fortified Fist,Ring
19878,4,Black Talisman,Amulet
19879,4,Kanniveyor Belt,Belt
19880,4,Sabatontons,Boots
19881,4,Reinforced Shoulderguards,Epaulettes
19882,4,Chopping Maul,Hammer
19883,4,Wind Shield,Shield
19884,4,Kokutlass,Sword
19885,4,Sinuous Dagger,Dagger
19886,4,Nomad Cape,Cloak
19887,4,Smolder Pads,Epaulettes
19888,4,Nomad Max,Ring
19889,4,Ring Utan,Ring
19890,4,Kokoncord,Belt
19891,4,Ti Tunic,Breastplate
19892,4,Ferocious Boots,Boots
19893,4,Ferocious Fangs,Amulet
19894,4,Ovapow Ring,Ring
19895,4,Epaupeyes,Epaulettes
19896,4,St'ki Mask,Helmet
19897,4,Lily Hammer,Hammer
19898,4,Sitton Defense,Shield
19899,4,Fright Saber,Sword
19900,4,Soul Dagger,Dagger
19998,4,Lilye Tstrong Ring,Ring
20039,3,The Noble Permage,Ring
20040,3,The Sincere Permage,Belt
20041,3,Sentimage,Amulet
20045,2,Flea Love,Pets
20047,2,Lilotte Scalp,Helmet
20048,2,Touch Helmet,Helmet
20051,4,Dark-Forgotten Emblem,Emblem
20055,3,The Pitiful Rogue Ruse,Amulet
20056,3,Feca's Cracked Shield,Amulet
20057,3,Masqueraider Fractique,Amulet
20058,3,Eliotrope's Shattered Portal,Amulet
20059,3,Xelor's Broken Sandglass,Amulet
20060,3,Foggernauts' Blackened Steam,Amulet
20061,3,Iop's Diminished Heart,Amulet
20062,3,Enutrof's Ancient Fingers,Amulet
20063,3,Sacrier's Coagulated Blood,Amulet
20064,3,Sadida's Holed Shoe,Amulet
20065,3,Eniripsa's Rough Hands,Amulet
20066,3,Osamodas's Rigid Whip,Amulet
20067,3,Huppermage's Corrupted Rune,Amulet
20068,3,Cra's Short Range,Amulet
20069,3,Ecaflip's Unlucky Coin,Amulet
20070,3,Sram's Distorted Shadow,Amulet
20071,3,Pandawa's Dry Pint,Amulet
20151,5,Daggers Sives,Dagger
20155,7,Buzzsaw Breastplate,Breastplate
20156,4,Voracious Cape,Cloak
20157,4,Voracious Boots,Boots
20158,4,Voracious Charm,Amulet
20159,4,Voracious Protection,Breastplate
20160,4,Devower Ring,Ring
20161,4,Green Belt,Belt
20162,4,Shrub Cap,Helmet
20163,4,Ethylettes,Epaulettes
20164,4,Island Chain,Amulet
20165,4,Cape Rice,Cloak
20166,4,Bawk Bak,Breastplate
20167,4,Equal Espadrilles,Boots
20168,4,Conkman,Helmet
20169,4,Possessed Bracelet,Ring
20198,4,The Cardashians,Cards
20199,4,Slippyneedler,Hand
20200,4,The Croc'Odaille,Wand
20201,7,Gold Croc,Ring
20204,4,De Nyl Amulet,Amulet
20205,4,De Nyl Cloak,Cloak
20206,4,De Nyl Boots,Boots
20207,4,De Nyl Girdle,Belt
20208,4,De Nyl Helmet,Helmet
20209,4,De Nyl Tooth,Ring
20210,4,De Nyl Torso,Breastplate
20211,4,Scaly Boots,Boots
20212,4,De Nyl Epaulettes,Epaulettes
20213,4,Nyl Flag,Cloak
20214,4,Nyl Crown,Helmet
20215,4,Nyl Epaulettes,Epaulettes
20216,4,Nyl Belt,Belt
20217,4,Scaled Armor,Breastplate
20218,4,Nyl Shoes,Boots
20219,4,Fang Ring,Ring
20220,4,Precision Helmet,Helmet
20221,4,Nyl Tooth,Amulet
20222,4,Fanged Cards,Cards
20223,4,Slippyneedle,Hand
20224,4,The Recssenette,Wand
20225,4,Nyl Breastplate,Breastplate
20226,4,Crococape,Cloak
20227,4,Pointy Leggings,Boots
20228,4,Shamanic Egg,Amulet
20229,4,The High Hoist,Belt
20246,4,Sham Moon Tail-Cape,Cloak
20247,4,Sham Moon Feet,Boots
20248,4,Sham Moon Hands,Ring
20249,4,Sham Moon Pendant,Amulet
20250,4,Sham Moon Headgear,Helmet
20251,4,Sham Moon Belt,Belt
20252,4,Sham Moon Epaulettes,Epaulettes
20253,4,Sham Moon Torso,Breastplate
20274,2,Kerubaby,Pets
20277,4,Monkey-Ring,Ring
20278,5,Monkey King Epaulettes,Epaulettes
20279,4,Sham Moon Hammer,Hammer
20281,4,Precision Sham,Emblem
20293,4,Bow Meoviator Helmet,Helmet
20294,7,Luk Ylook Cloak,Cloak
20295,4,Precision Charm,Amulet
20357,4,Planty Stem,Two-handed Staff
20358,4,Planter's Puncher,Two-handed Staff
20362,4,Destruction Sham,Emblem
20363,4,Melee Sham,Emblem
20364,4,Long-Range Sham,Emblem
20365,4,Persistence Sham,Emblem
20367,4,Moon Aegis,Shield
20368,4,Violence Sham,Emblem
20369,4,Sneakiness Sham,Emblem
20370,5,Otomai’s Pilgrim Shoes,Boots
20371,4,Otomai Initiate’s Armor,Breastplate
20372,7,Otomai’s Scouts Greaves,Boots
20373,3,Otomai's Scouts Helmet,Helmet
20374,4,Otomai’s Scouts Cloak,Cloak
20376,0,Externaboots,Boots
20377,0,Incarnamulet,Amulet
20378,0,Incarnaring,Ring
20379,0,Incarnacloak,Cloak
20380,0,Incarnahat,Helmet
20381,0,Incarnabelt,Belt
20382,0,Externashoulder Pads,Epaulettes
20383,0,Incarnastron,Breastplate
20384,0,Externaring,Ring
20385,0,Incarknife,Two-handed Sword
20393,3,Sunglasses,Helmet
20394,3,Octopus,Helmet
20395,3,The Cäpraire,Cloak
20396,1,Flippers,Boots
20397,1,Urchinettes,Epaulettes
20398,3,Duck Swim Ring,Belt
20399,2,Acceleratring,Ring
20400,2,Shell Pendant,Amulet
20401,2,Starryfish,Breastplate
20402,1,The Taku Staff,One-handed Staff
20403,3,The Shore Shovel,Shovel
20404,2,Scallord,Two-handed Sword
20405,1,Hugh More Knife,Dagger
20406,3,Bläck Skäte Shovel,Shovel
20407,3,Bläck Skäte Hat,Helmet
20517,2,Protective Glasses,Helmet
20518,2,Work Cap,Helmet
20519,2,Safety Epaulettes,Epaulettes
20520,2,Safety Shoes,Boots
20527,1,Savhanna's Fire,Torches
20548,2,Small Pumpkind,Pets
20550,3,High Priestess Boots,Boots
20551,3,Rooted Boots,Boots
20552,3,High Priestess Hat,Helmet
20553,3,Awful Skull,Helmet
20554,4,High Priestess Pendant,Amulet
20555,2,Grapulet,Amulet
20556,3,High Priestess Belt,Belt
20557,3,Grapedye,Belt
20558,3,Vine Leaf Loincloth,Belt
20559,3,High Priestess Epaulettes,Epaulettes
20560,2,Ivypaulettes,Epaulettes
20561,3,Plastrunk,Breastplate
20562,2,Barrelring,Ring
20563,7,Sigknight Ring,Ring
20564,4,Drainacask Wing,Cloak
20566,3,Drainacask Blade,Two-handed Sword
20567,3,Skullring,Wand
20568,3,Barrelhammer,Hammer
20569,3,Sworden,Sword
20666,7,Satisfaction Ring,Ring
20667,7,Satisfaction Boots,Boots
20715,1,Astrub Lantern,Torches
20719,7,Prismatic Belt,Belt
20720,5,Prismatic Dofus,Emblem
20722,3,Dragon Epaulettes,Epaulettes
20723,3,Dragon Armor,Breastplate
20724,3,Dragon Coat,Cloak
20725,3,Dragon Helm,Helmet
20726,3,Dragon Shin Guards,Boots
20727,3,Dragon Amulet,Amulet
20728,3,Dragon Seal,Ring
20729,3,Prismatic Bow,Bow
20730,3,Prismatic Ring,Ring
20731,3,Prismatic Buckle,Belt
20732,3,Coat of Chain Scales,Breastplate
20733,3,Dragon Slicer,Axe
20734,3,Iridescent Necklace,Amulet
20735,3,Mage Cape,Cloak
20741,2,Drheller,Mounts
20742,2,Drheller,Mounts
20743,2,Drheller,Mounts
20744,2,Drheller,Mounts
20757,5,Moon Epaulettes,Epaulettes
20760,2,Dragominus,Mounts
20790,2,Nemotilus Harpoon,Hand
20791,2,Nemotilus Bolt-Screw,Hammer
20809,2,Dragoonga Loragran,Pets
20811,2,Dragominus,Mounts
20812,2,Dragominus,Mounts
20813,2,Dragominus,Mounts
20916,2,Gradon,Mounts
20917,2,Gradon,Mounts
20918,2,Gradon,Mounts
20919,2,Gradon,Mounts
20927,2,Eggband,Ring
20929,1,Eggstplate,Breastplate
20930,1,Egg Head,Helmet
20931,1,Dreggon Boots,Boots
20932,1,Dreggon Cloak,Cloak
20933,2,Small Shell,Shield
20934,2,Pocket Belt,Belt
20935,2,Poached Cloak,Cloak
20936,3,Poached Epaulettes,Epaulettes
20937,3,Pocket Headgear,Helmet
20939,2,Foot Ring,Ring
20940,3,Soft-Boiled Talisman,Amulet
20941,3,Easandals,Boots
20942,3,Reinforced Shell,Breastplate
20943,3,Epaulettes Goh,Epaulettes
20944,2,Horringble,Ring
20945,2,Egg Ring,Ring
20946,2,Necklayace,Amulet
20947,2,Lasso,Belt
20948,2,Nine Leggues Boots,Boots
20949,3,Draconic Hood,Cloak
20950,3,Exploded Ring,Ring
20951,3,Spewn,Two-handed Sword
20952,3,Future Belt,Belt
20953,3,Dreggon Amulet,Amulet
20954,3,Plastrong,Breastplate
20955,3,Karma Epaulettes,Epaulettes
20956,7,Black Dreggheadgear,Helmet
20957,5,Fan Shield,Shield
20969,3,Imperial Whirly Wedding Ring,Ring
20970,3,Imperial Whirly Ring,Ring
20971,3,Imperial Whirly Boots,Boots
20972,3,Imperial Whirly Cloak,Cloak
20973,1,Whirly Helmet,Helmet
20974,1,Whirly Boots,Boots
20975,1,Whirly Epaulettes,Epaulettes
20976,2,Whirligig Breastplate,Breastplate
20977,1,The Helices,Dagger
20978,2,Whirly Cards,Cards
20979,2,Silmawhirly Cape,Cloak
20980,2,Silmawhirly Breastplate,Breastplate
20981,3,Silmawhirly Boots,Boots
20982,2,Silmawhirly Ring,Ring
20983,3,Silmawhirly Epaulettes,Epaulettes
20984,3,Silmawhirlfriend,Amulet
20985,2,Whirly Belt,Belt
20986,2,Whirlihog,Amulet
20987,2,Whirly Sword,Sword
20988,2,Whirlwand,Wand
20989,2,Whirly Belt,Belt
20990,3,Royal Whirly Crown,Helmet
20991,3,Plas'whirly,Breastplate
20992,3,Businesswhirly Epaulettes,Epaulettes
20995,7,Boss Breastplate,Breastplate
20996,5,Imperfect Kel'Dwa,Ring
21126,1,The Mussamulet,Amulet
21127,1,Mollusky Breastplate,Breastplate
21128,1,Waders,Boots
21129,2,Clammy Epaulettes,Epaulettes
21130,1,Molluskamulet,Amulet
21131,2,Mussly Shovel,Shovel
21132,3,Tiffaring,Ring
21133,3,Acey Deecey,Cloak
21134,2,Mollusky Miter,Helmet
21135,2,Kralapace,Breastplate
21136,2,Epshellettes,Epaulettes
21137,3,Crustastrap,Belt
21138,2,Kralamulet,Amulet
21139,2,Kralaring,Ring
21140,2,Soft Embroidered Boots,Boots
21141,2,Kralahat,Helmet
21142,2,The Kralacape,Cloak
21143,3,Mollusky Bow,Bow
21144,3,Defribulammer,Hammer
21145,3,Electoocute,Ring
21146,3,Vertigo Breastplate,Breastplate
21147,3,Vertigo Helmet,Helmet
21148,3,Kraken Epaulettes,Epaulettes
21149,3,Kraken Belt,Belt
21150,7,Amollusky,Amulet
21151,1,Fins,Epaulettes
21152,1,Scalpachii,Helmet
21153,1,The Sharkape,Cloak
21154,1,Selachiidrilles,Boots
21155,2,Selachii Ring,Ring
21156,2,The Conchus,Amulet
21157,2,Wounded Cloak,Cloak
21158,2,Wounded Headgear,Helmet
21159,3,Wounded Epaulettes,Epaulettes
21160,2,Wounded Ring,Ring
21161,3,Wounded Belt,Belt
21162,3,Predators,Boots
21163,2,Spear Selachii Spear,Two-handed Staff
21164,2,Squalachii,Axe
21165,2,Saw Sword,Sword
21166,2,The Fiscalachii,Shield
21167,2,Sharksies,Epaulettes
21168,3,Selachii Pecs,Breastplate
21169,3,Blood-Drenched Cards,Cards
21170,3,Shingle Shield,Shield
21171,3,Salech Riing,Ring
21172,3,Squalala Cape,Cloak
21173,3,Blood-Stained Epaulettes,Epaulettes
21174,3,Blood-Stained Belt,Belt
21178,2,Potricape,Cloak
21179,2,St. Ballotwine's Hat,Helmet
21180,2,Spring Has Sprung Hat,Helmet
21202,3,Blood-Drenched Axe,Axe
21203,3,Scarnicarf,Helmet
21204,3,Borano Cane,Wand
21205,3,Nemic Sheet,Cloak
21206,7,Jo Bar,Two-handed Staff
21207,5,Wounded Straps,Belt
21208,1,Raging Ring,Ring
21209,1,Sixtooth Ring,Ring
21210,2,Frenzied Ring,Ring
21211,3,Junc Tuous,Ring
21212,1,Raging Epaulettes,Epaulettes
21213,1,Raging Amulet,Amulet
21214,2,Raging Belt,Belt
21215,2,Screeching Belt,Belt
21216,2,Blood Cape,Cloak
21217,2,Canaveral Cape,Cloak
21218,2,Screechcut,Helmet
21219,3,Frenzied Headgear,Helmet
21220,3,Stunt Helmet,Helmet
21221,2,Erised Coat,Breastplate
21222,3,Frenzied Breastplate,Breastplate
21223,2,Screeching Armor,Breastplate
21224,2,Frenzied Boots,Boots
21225,2,Olasrate Shoes,Boots
21226,3,Hemocassins,Boots
21227,3,Bloody Dagger,Dagger
21228,1,Schnek Mask,Helmet
21229,1,Schnek Tail,Cloak
21230,1,Schnek Bracelet,Ring
21231,2,Schnek Knee Pads,Boots
21232,1,Garter Belt,Belt
21233,2,Schnek Ring,Ring
21234,2,The Amuschnek,Amulet
21235,2,Schnek Tank Top,Breastplate
21236,2,Queen Schnek Epaulettes,Epaulettes
21237,2,Queen Schnek Shawl,Cloak
21238,3,Queen Schnek Belt,Belt
21239,3,Queen Schnek Talisman,Amulet
21240,2,Renegade Boots,Boots
21241,3,Renegade Epaulettes,Epaulettes
21242,2,Daggappalling,Dagger
21243,2,Worn Thongs,Boots
21244,2,Aged Belt,Belt
21245,3,Prisoner Protector,Shield
21246,3,Chain Bracelet,Ring
21247,3,Wormy Whip,Two-handed Staff
21248,3,Explorer Hat,Helmet
21249,3,Explorer Jacket,Breastplate
21250,3,Explorer Boots,Boots
21251,3,Explorer Cape,Cloak
21252,4,Blood-Drenched Axe,Axe
21253,4,Scarnicarf,Helmet
21254,4,Borano Cane,Wand
21255,4,Nemic Sheet,Cloak
21256,2,Raging Ring,Ring
21257,3,Raging Ring,Ring
21258,4,Raging Ring,Ring
21259,2,Raging Epaulettes,Epaulettes
21260,3,Raging Epaulettes,Epaulettes
21261,4,Raging Epaulettes,Epaulettes
21262,2,Raging Amulet,Amulet
21263,3,Raging Amulet,Amulet
21264,4,Raging Amulet,Amulet
21265,3,Raging Belt,Belt
21266,4,Raging Belt,Belt
21268,2,Sixtooth Ring,Ring
21269,3,Sixtooth Ring,Ring
21271,4,Sixtooth Ring,Ring
21272,3,Blood Cape,Cloak
21273,4,Blood Cape,Cloak
21274,3,Screechcut,Helmet
21275,4,Screechcut,Helmet
21276,3,Erised Coat,Breastplate
21277,4,Erised Coat,Breastplate
21278,3,Frenzied Ring,Ring
21279,4,Frenzied Ring,Ring
21280,3,Frenzied Boots,Boots
21281,4,Frenzied Boots,Boots
21282,4,Frenzied Breastplate,Breastplate
21283,4,Frenzied Headgear,Helmet
21284,3,Olasrate Shoes,Boots
21285,4,Olasrate Shoes,Boots
21286,4,Bloody Dagger,Dagger
21287,3,Screeching Armor,Breastplate
21288,4,Screeching Armor,Breastplate
21289,3,Screeching Belt,Belt
21290,4,Screeching Belt,Belt
21291,3,Canaveral Cape,Cloak
21292,4,Canaveral Cape,Cloak
21293,4,Junc Tuous,Ring
21294,4,Stunt Helmet,Helmet
21295,4,Hemocassins,Boots
21328,2,Schnek Mask,Helmet
21329,2,Schnek Tail,Cloak
21330,2,Schnek Bracelet,Ring
21331,2,Garter Belt,Belt
21332,3,Schnek Mask,Helmet
21333,3,Schnek Tail,Cloak
21334,3,Schnek Bracelet,Ring
21335,3,Schnek Knee Pads,Boots
21336,3,Garter Belt,Belt
21337,3,Schnek Ring,Ring
21338,3,The Amuschnek,Amulet
21339,3,Schnek Tank Top,Breastplate
21340,3,Queen Schnek Epaulettes,Epaulettes
21341,3,Queen Schnek Shawl,Cloak
21342,3,Renegade Boots,Boots
21343,3,Daggappalling,Dagger
21344,3,Worn Thongs,Boots
21345,3,Aged Belt,Belt
21377,2,The Mussamulet,Amulet
21378,2,Mollusky Breastplate,Breastplate
21379,2,Waders,Boots
21380,2,Molluskamulet,Amulet
21381,3,Molluskamulet,Amulet
21382,3,The Mussamulet,Amulet
21383,3,Mollusky Breastplate,Breastplate
21384,3,Waders,Boots
21385,3,Clammy Epaulettes,Epaulettes
21386,3,Mussly Shovel,Shovel
21387,3,Kralamulet,Amulet
21388,3,Kringlove,Ring
21389,3,Mollusky Miter,Helmet
21390,3,Kralapace,Breastplate
21391,3,Epshellettes,Epaulettes
21392,3,Soft Embroidered Boots,Boots
21393,3,Kralahat,Helmet
21394,3,The Kralacape,Cloak
21428,2,Fins,Epaulettes
21429,2,Scalpachii,Helmet
21430,2,The Sharkape,Cloak
21431,2,Selachiidrilles,Boots
21432,3,Fins,Epaulettes
21433,3,Scalpachii,Helmet
21434,3,The Sharkape,Cloak
21435,3,Selachii Ring,Ring
21436,3,Selachiidrilles,Boots
21437,3,The Conchus,Amulet
21438,3,Spear Selachii Spear,Two-handed Staff
21439,3,Squalachii,Axe
21440,3,Wounded Cloak,Cloak
21441,3,Wounded Headgear,Helmet
21442,3,Wounded Ring,Ring
21443,3,Saw Sword,Sword
21444,3,The Fiscalachii,Shield
21445,3,Sharksies,Epaulettes
21471,2,Whirly Helmet,Helmet
21472,2,Whirly Boots,Boots
21473,2,Whirly Epaulettes,Epaulettes
21474,2,The Helices,Dagger
21475,3,Whirly Helmet,Helmet
21476,3,Whirly Boots,Boots
21477,3,Whirly Epaulettes,Epaulettes
21478,3,Whirly Breastplate,Breastplate
21479,3,The Helices,Dagger
21480,3,Whirly Cards,Cards
21481,3,Whirly Belt,Belt
21482,3,Whirlihog,Amulet
21483,3,Silmawhirly Cape,Cloak
21484,3,Silmawhirly Breastplate,Breastplate
21485,3,Silmawhirly Ring,Ring
21486,3,Whirly Sword,Sword
21487,3,Whirlwand,Wand
21488,3,Whirly Belt,Belt
21489,4,Imperial Whirly Boots,Boots
21490,4,Imperial Whirly Cloak,Cloak
21491,4,Imperial Whirly Ring,Ring
21492,4,Whirly Helmet,Helmet
21493,4,Whirly Boots,Boots
21494,4,Whirly Epaulettes,Epaulettes
21495,4,Whirly Breastplate,Breastplate
21496,4,The Helices,Dagger
21497,4,Whirly Cards,Cards
21498,4,Whirly Belt,Belt
21499,4,Whirlihog,Amulet
21500,4,Silmawhirly Cape,Cloak
21501,4,Silmawhirly Breastplate,Breastplate
21502,4,Silmawhirly Boots,Boots
21503,4,Silmawhirlfriend,Amulet
21504,4,Silmawhirly Ring,Ring
21505,4,Silmawhirly Epaulettes,Epaulettes
21506,4,Whirly Sword,Sword
21507,4,Whirlwand,Wand
21508,4,Whirly Belt,Belt
21509,4,Royal Whirly Crown,Helmet
21510,4,Plas'whirly,Breastplate
21511,4,Businesswhirly Epaulettes,Epaulettes
21512,4,Imperial Whirly Wedding Ring,Ring
21523,3,Drhellzerker Boots,Boots
21524,3,Drhellzerker Epaulettes,Epaulettes
21525,2,Drhellzerker Cape,Cloak
21526,2,Drhellzerker Ring,Ring
21527,1,Drhellic Helmet,Helmet
21528,1,Drhellic Cape,Cloak
21529,1,Drhellingtons,Boots
21530,2,Drhellic Epaulettes,Epaulettes
21531,1,Drhellic Belt,Belt
21532,2,Horned Amulet,Amulet
21533,2,The Drhellspic,Breastplate
21534,2,Junior's Collar,Ring
21535,2,Lute Belt,Belt
21536,3,The Dream Drhell,Amulet
21537,2,Homely Sword,Sword
21538,2,Authority Hammer,Hammer
21539,3,Rascal Tusk,Hand
21540,3,Rascal's Muzzle,Ring
21541,2,Chained Boots,Boots
21542,3,Hairy Cloak,Cloak
21543,3,Firedrhell Amulet,Amulet
21544,3,Firedrhell Ring,Ring
21545,3,Gray XIII Epaulettes,Epaulettes
21546,3,Gray XIII Belt,Belt
21547,7,Cloak Orporal,Cloak
21548,5,Kel'Dwa,Ring
21549,2,Drhellic Helmet,Helmet
21550,2,Drhellic Cape,Cloak
21551,2,Drhellingtons,Boots
21552,2,Drhellic Belt,Belt
21553,3,Drhellic Helmet,Helmet
21554,3,Drhellic Cape,Cloak
21555,3,Drhellingtons,Boots
21556,3,Drhellic Epaulettes,Epaulettes
21557,3,Drhellic Belt,Belt
21558,3,Horned Amulet,Amulet
21559,3,The Drhellspic,Breastplate
21560,3,Junior's Collar,Ring
21561,3,Drhellzerker Cape,Cloak
21562,3,Drhellzerker Ring,Ring
21563,3,Lute Belt,Belt
21564,3,Homely Sword,Sword
21565,3,Authority Hammer,Hammer
21566,3,Chained Boots,Boots
21567,4,Gray XIII Epaulettes,Epaulettes
21568,4,Gray XIII Belt,Belt
21569,4,Firedrhell Amulet,Amulet
21570,4,Firedrhell Ring,Ring
21571,4,Drhellic Helmet,Helmet
21572,4,Drhellic Cape,Cloak
21573,4,Drhellingtons,Boots
21574,4,Drhellic Epaulettes,Epaulettes
21575,4,Drhellic Belt,Belt
21576,4,Horned Amulet,Amulet
21577,4,The Drhellspic,Breastplate
